book_id,authors,original_publication_year,title,average_rating,ratings_count,image_url
2137,Ian McEwan,2014.0,The Children Act,3.68,33100,https://images.gr-assets.com/books/1405290619m/21965107.jpg
2138,Janet Evanovich,2009.0,"Sizzling Sixteen (Stephanie Plum, #16)",3.93,55685,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2140,James S.A. Corey,2012.0,"Caliban's War (The Expanse, #2)",4.28,39138,https://images.gr-assets.com/books/1407572377m/12591698.jpg
2141,Rebecca Donovan,2012.0,"Barely Breathing (Breathing, #2)",4.33,53483,https://images.gr-assets.com/books/1347885288m/13454149.jpg
2142,"Homer, Robert Fagles, Bernard Knox",-762.0,The Iliad/The Odyssey,4.03,47825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2143,"Mark Waid, Alex Ross, Elliot S. Maggin",1996.0,Kingdom Come,4.24,43036,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2145,Sarah Waters,1998.0,Tipping the Velvet,4.0,36560,https://images.gr-assets.com/books/1388633460m/56373.jpg
2146,"Chris Colfer, Brandon Dorman",2012.0,"The Wishing Spell (The Land of Stories, #1)",4.21,51752,https://images.gr-assets.com/books/1326920505m/11607446.jpg
2147,David Ebershoff,2008.0,The 19th Wife,3.63,44921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2148,Walter Dean Myers,1999.0,Monster,3.7,47533,https://images.gr-assets.com/books/1404962824m/44184.jpg
2150,Patricia Cornwell,1991.0,"Body of Evidence (Kay Scarpetta, #2)",4.0,50113,https://images.gr-assets.com/books/1341835877m/132336.jpg
2152,Sara Shepard,2007.0,"Perfect (Pretty Little Liars, #3)",4.02,50922,https://images.gr-assets.com/books/1363681820m/1651302.jpg
2153,Jessica Sorensen,2012.0,"The Secret of Ella and Micha (The Secret, #1)",4.01,59890,https://images.gr-assets.com/books/1365638597m/15717876.jpg
2154,Kevin Hearne,2011.0,"Hounded (The Iron Druid Chronicles, #1)",4.12,51086,https://images.gr-assets.com/books/1327883998m/9533378.jpg
2155,Stephen King,2002.0,From a Buick 8,3.42,47320,https://images.gr-assets.com/books/1304686732m/22076.jpg
2156,Kim Stanley Robinson,1993.0,"Red Mars (Mars Trilogy, #1)",3.84,46121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2157,"Charlotte Perkins Gilman, Elaine Hedges",1892.0,The Yellow Wall-Paper,4.11,44677,https://images.gr-assets.com/books/1351778524m/286957.jpg
2159,Nora Roberts,1998.0,"Sea Swept (Chesapeake Bay Saga, #1)",4.24,48078,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2160,Brent Weeks,2012.0,"The Blinding Knife (Lightbringer, #2)",4.45,42445,https://images.gr-assets.com/books/1338432693m/12499290.jpg
2161,Morgan Matson,2014.0,Since You've Been Gone,4.19,59705,https://images.gr-assets.com/books/1377702326m/18189606.jpg
2164,John Flanagan,2005.0,"The Icebound Land (Ranger's Apprentice, #3)",4.22,48446,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2166,"Peter Thiel, Blake  Masters",2014.0,"Zero to One: Notes on Startups, or How to Build the Future",4.17,47807,https://images.gr-assets.com/books/1414347376m/18050143.jpg
2167,Sarah J. Maas,2016.0,"Empire of Storms (Throne of Glass, #5)",4.58,63322,https://images.gr-assets.com/books/1463107108m/28260587.jpg
2169,Gillian Flynn,2014.0,The Grownup,3.54,42536,https://images.gr-assets.com/books/1441679582m/26025580.jpg
2170,Neil Gaiman,1998.0,Smoke and Mirrors: Short Fiction and Illusions,4.05,46486,https://images.gr-assets.com/books/1409595076m/16790.jpg
2171,Amish Tripathi,2013.0,"The Oath of the Vayuputras (Shiva Trilogy, #3)",3.66,35936,https://images.gr-assets.com/books/1357242702m/12820793.jpg
2172,Kurt Vonnegut Jr.,1968.0,Welcome to the Monkey House,4.13,40071,https://images.gr-assets.com/books/1381107552m/4985.jpg
2174,David McCullough,1992.0,Truman,4.15,53088,https://images.gr-assets.com/books/1364681969m/2279.jpg
2175,Ron Chernow,2004.0,Alexander Hamilton,4.26,46198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2177,"Nikolai Gogol, Robert A. Maguire",1842.0,Dead Souls,3.98,40699,https://images.gr-assets.com/books/1387201057m/28381.jpg
2179,Kiera Cass,2016.0,"The Crown (The Selection, #5)",3.8,64158,https://images.gr-assets.com/books/1446759650m/26074181.jpg
2180,David Baldacci,2011.0,"Zero Day (John Puller, #1)",3.99,38649,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2181,"Arlene Mosel, Blair Lent",1968.0,Tikki Tikki Tembo,4.21,52536,https://images.gr-assets.com/books/1317064300m/551876.jpg
2182,L.J. Smith,2008.0,"Night World, No. 1 (Night World, #1-3)",4.04,54940,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2183,Tina Reber,2010.0,"Love Unscripted (Love, #1)",4.04,59261,https://images.gr-assets.com/books/1327889844m/8204005.jpg
2184,James Patterson,1999.0,"Pop Goes the Weasel (Alex Cross, #5)",3.98,46820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2186,Alison Weir,1980.0,The Six Wives of Henry VIII,4.1,47913,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2187,"Yevgeny Zamyatin, Clarence Brown",1924.0,We,3.95,40020,https://images.gr-assets.com/books/1421883730m/76171.jpg
2188,Barbara Kingsolver,1993.0,Pigs in Heaven,3.97,43374,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2189,John Scalzi,2006.0,"The Ghost Brigades (Old Man's War, #2)",4.09,40107,https://images.gr-assets.com/books/1403295928m/239399.jpg
2190,Alan Paton,1948.0,"Cry, the Beloved Country",3.87,47389,https://images.gr-assets.com/books/1344182368m/6150.jpg
2192,Gregory Maguire,1999.0,Confessions of an Ugly Stepsister,3.51,50526,https://images.gr-assets.com/books/1338457460m/18943.jpg
2194,Cassandra Clare,2016.0,"Lady Midnight (The Dark Artifices, #1)",4.47,84711,https://images.gr-assets.com/books/1460477682m/25494343.jpg
2195,Cornelia Funke,2007.0,"Inkdeath (Inkworld, #3)",3.93,53591,https://images.gr-assets.com/books/1327341991m/2325825.jpg
2196,Isaac Asimov,1982.0,Foundation's Edge (Foundation #4),4.08,47641,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2197,Thomas Hardy,1895.0,Jude the Obscure,3.8,44873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2198,David Eddings,1982.0,"Queen of Sorcery (The Belgariad, #2)",4.13,49355,https://images.gr-assets.com/books/1428943169m/587582.jpg
2199,Shirley Jackson,1949.0,The Lottery and Other Stories,4.06,48608,https://images.gr-assets.com/books/1416448200m/89723.jpg
2201,Aprilynne Pike,2009.0,"Wings (Wings, #1)",3.75,62566,https://images.gr-assets.com/books/1327983077m/5056084.jpg
2202,Cecily von Ziegesar,2002.0,"Gossip Girl (Gossip Girl, #1)",3.51,49670,https://images.gr-assets.com/books/1398814332m/22188.jpg
2203,Frederick Forsyth,1972.0,The Odessa File,4.1,42529,https://images.gr-assets.com/books/1348786945m/149572.jpg
2204,Elizabeth Strout,2013.0,The Burgess Boys,3.54,39445,https://images.gr-assets.com/books/1351213545m/15823461.jpg
2207,Tana French,2012.0,"Broken Harbour (Dublin Murder Squad, #4)",3.92,36704,https://images.gr-assets.com/books/1336120776m/10805160.jpg
2209,William Shakespeare,1623.0,The Complete Works,4.49,39503,https://images.gr-assets.com/books/1327884293m/569564.jpg
2210,Ursula K. Le Guin,1974.0,The Dispossessed,4.18,46660,https://images.gr-assets.com/books/1353467455m/13651.jpg
2211,"Henning Mankell, Steven T. Murray",1991.0,"Faceless Killers (Kurt Wallander, #1)",3.78,43861,https://images.gr-assets.com/books/1487941867m/935308.jpg
2212,John Grisham,2010.0,The Confession,3.81,41389,https://images.gr-assets.com/books/1320541779m/7933437.jpg
2213,Dean Koontz,1988.0,Lightning,4.06,44424,https://images.gr-assets.com/books/1410030512m/32424.jpg
2214,"James Patterson, Keith David, Anthony Heald",1997.0,"Cat and Mouse (Alex Cross, #4)",3.96,45217,https://images.gr-assets.com/books/1375828879m/21436.jpg
2215,Judy Blume,1980.0,"Superfudge (Fudge, #3)",3.98,50917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2216,Shari Lapena,2016.0,The Couple Next Door,3.74,63237,https://images.gr-assets.com/books/1471502242m/28815474.jpg
2217,Cynthia Hand,2012.0,"Hallowed (Unearthly, #2)",4.15,58860,https://images.gr-assets.com/books/1332883896m/11563110.jpg
2218,Ann Leckie,2013.0,Ancillary Justice (Imperial Radch #1),3.97,38747,https://images.gr-assets.com/books/1397215917m/17333324.jpg
2219,Terry Goodkind,2001.0,"The Pillars of Creation (Sword of Truth, #7)",3.67,43424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2220,"James C. Collins, Jerry I. Porras",1994.0,Built to Last: Successful Habits of Visionary Companies,3.98,39618,https://images.gr-assets.com/books/1412047084m/4122.jpg
2222,Eric Wilson,2008.0,Fireproof,4.47,37258,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2224,Laurell K. Hamilton,1996.0,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",4.12,58023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2225,David Wong,2007.0,"John Dies at the End (John Dies at the End, #1)",3.92,35387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2226,"Carl Sagan, Ann Druyan",1995.0,The Demon-Haunted World: Science as a Candle in the Dark,4.27,40583,https://images.gr-assets.com/books/1405201597m/17349.jpg
2227,Lucy Christopher,2009.0,Stolen: A Letter to My Captor,3.93,52435,https://images.gr-assets.com/books/1311064295m/6408862.jpg
2229,Elizabeth Wurtzel,1994.0,Prozac Nation,3.57,44408,https://images.gr-assets.com/books/1282607176m/227603.jpg
2230,Lloyd Alexander,1965.0,The Black Cauldron (The Chronicles of Prydain #2),4.13,49138,https://images.gr-assets.com/books/1405377996m/24784.jpg
2232,Mitch Albom,2013.0,The First Phone Call from Heaven,3.73,38957,https://images.gr-assets.com/books/1380034020m/17888952.jpg
2233,Augusten Burroughs,2006.0,Possible Side Effects,3.97,38243,https://images.gr-assets.com/books/1412064839m/61115.jpg
2234,Anna Quindlen,2014.0,Still Life with Bread Crumbs,3.63,35682,https://images.gr-assets.com/books/1403168088m/17884042.jpg
2235,Agatha Christie,1936.0,"The A.B.C. Murders (Hercule Poirot, #13)",3.97,49513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2236,Anonymous,1909.0,Holy Bible: New International Version,4.61,40430,https://images.gr-assets.com/books/1382581321m/280111.jpg
2237,J.R. Ward,2012.0,"Lover Reborn (Black Dagger Brotherhood, #10)",4.35,57866,https://images.gr-assets.com/books/1319144072m/10993282.jpg
2238,Julia Quinn,2000.0,"The Duke and I (Bridgertons, #1)",4.11,57839,https://images.gr-assets.com/books/1379594717m/110391.jpg
2239,"Margaret Weis, Tracy Hickman",1985.0,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",4.12,39928,https://images.gr-assets.com/books/1312062224m/68378.jpg
2241,Richard K. Morgan,2002.0,"Altered Carbon (Takeshi Kovacs, #1)",4.1,41505,https://images.gr-assets.com/books/1387128955m/40445.jpg
2244,"Brian K. Vaughan, Fiona Staples",2013.0,"Saga, Vol. 2 (Saga, #2)",4.57,56122,https://images.gr-assets.com/books/1486028954m/17131869.jpg
2245,Lee Child,2004.0,"The Enemy (Jack Reacher, #8)",4.15,42205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2246,Michael   Lewis,2014.0,Flash Boys: A Wall Street Revolt,4.12,18379,https://images.gr-assets.com/books/1404963230m/20604826.jpg
2247,"Jean-Dominique Bauby, Jeremy Leggatt",1997.0,The Diving Bell and the Butterfly,4.01,41037,https://images.gr-assets.com/books/1336930564m/193755.jpg
2248,"Bill O'Reilly, Martin Dugard",2012.0,Killing Kennedy: The End of Camelot,4.05,35799,https://images.gr-assets.com/books/1337689366m/13538641.jpg
2251,Chevy Stevens,2010.0,Still Missing,3.96,44223,https://images.gr-assets.com/books/1260468195m/7159515.jpg
2252,Frank McCourt,1999.0,"'Tis (Frank McCourt, #2)",3.66,40726,https://images.gr-assets.com/books/1375947803m/4912.jpg
2253,Charles C. Mann,2005.0,1491: New Revelations of the Americas Before Columbus,4.01,41815,https://images.gr-assets.com/books/1327865228m/39020.jpg
2254,Marissa Meyer,2015.0,"Fairest (The Lunar Chronicles, #3.5)",4.02,59545,https://images.gr-assets.com/books/1460846345m/22489107.jpg
2255,Kay Redfield Jamison,1995.0,An Unquiet Mind: A Memoir of Moods and Madness,4.03,41102,https://images.gr-assets.com/books/1350028748m/361459.jpg
2257,Edward Albee,1962.0,Who's Afraid of Virginia Woolf?,4.09,45045,https://images.gr-assets.com/books/1327962277m/14940.jpg
2258,Andrzej Sapkowski,1993.0,"The Last Wish (The Witcher, #1)",4.2,36262,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2259,"Umberto Eco, William Weaver",1988.0,Foucault's Pendulum,3.89,40829,https://images.gr-assets.com/books/1396645125m/17841.jpg
2260,Don Freeman,1978.0,A Pocket for Corduroy,4.29,47277,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2262,Jacqueline Carey,2001.0,"Kushiel's Dart (Phèdre's Trilogy, #1)",4.04,52071,https://images.gr-assets.com/books/1328168291m/153008.jpg
2263,Eric Metaxas,2009.0,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",4.23,35611,https://images.gr-assets.com/books/1298218180m/7501962.jpg
2264,Janet Evanovich,2011.0,"Explosive Eighteen (Stephanie Plum, #18)",3.92,52993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2265,Michael  Grant,2010.0,"Lies (Gone, #3)",4.09,48506,https://images.gr-assets.com/books/1257814886m/6686092.jpg
2267,Julie Kagawa,2011.0,"The Iron Knight (The Iron Fey, #4)",4.23,64066,https://images.gr-assets.com/books/1375920888m/9659607.jpg
2268,Jacqueline Winspear,2003.0,"Maisie Dobbs (Maisie Dobbs, #1)",3.91,49820,https://images.gr-assets.com/books/1312066155m/462033.jpg
2269,Raymond E. Feist,1982.0,"Magician (The Riftwar Saga, #1-2)",4.32,43964,https://images.gr-assets.com/books/1472201148m/43916.jpg
2270,Ann Brashares,2007.0,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",3.8,56113,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2272,"Stieg Larsson, Reg Keeland",2005.0,"The Millennium Trilogy (Millennium Trilogy, #1-3)",4.46,29944,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2275,Jeaniene Frost,2009.0,"Destined for an Early Grave (Night Huntress, #4)",4.34,63734,https://images.gr-assets.com/books/1315175949m/5604848.jpg
2277,James Patterson,2006.0,"Cross (Alex Cross, #12)",3.99,42476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2278,Meg Cabot,2002.0,"All-American Girl (All-American Girl, #1)",3.73,55938,https://images.gr-assets.com/books/1291882422m/19448.jpg
2279,Bill Bryson,1991.0,Neither Here nor There: Travels in Europe,3.88,42170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2280,David Levithan,2003.0,Boy Meets Boy,3.85,48960,https://images.gr-assets.com/books/1356335082m/23228.jpg
2281,Wally Lamb,2013.0,We Are Water,3.79,35457,https://images.gr-assets.com/books/1361329815m/17349023.jpg
2282,James Patterson,2009.0,"Max (Maximum Ride, #5)",4.07,57039,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2283,Alexandra Adornetto,2010.0,"Halo (Halo, #1)",3.67,56216,https://images.gr-assets.com/books/1278885735m/7778981.jpg
2284,Kiran Desai,2006.0,The Inheritance of Loss,3.41,37967,https://images.gr-assets.com/books/1327909065m/95186.jpg
2285,Raymond E. Feist,1986.0,"A Darkness At Sethanon (The Riftwar Saga, #4)",4.17,45104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2286,"Johann Wolfgang von Goethe, Burton Pike",1774.0,The Sorrows of Young Werther,3.63,37293,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2287,Jeaniene Frost,2008.0,"At Grave's End (Night Huntress, #3)",4.31,65397,https://images.gr-assets.com/books/1448167943m/3570231.jpg
2288,Alexandra Fuller,2001.0,Don't Let's Go to the Dogs Tonight,3.96,39298,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2289,Robin McKinley,1978.0,Beauty: A Retelling of the Story of Beauty and the Beast,4.05,54512,https://images.gr-assets.com/books/1294192311m/41424.jpg
2290,Jonathan Safran Foer,2009.0,Eating Animals,4.18,43238,https://images.gr-assets.com/books/1327877480m/6604712.jpg
2291,"Angie Sage, Mark Zug",2006.0,"Flyte (Septimus Heap, #2)",3.99,54400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2292,"سعود السنعوسي, Saud Alsanousi",2012.0,ساق البامبو,4.25,38969,https://images.gr-assets.com/books/1336743682m/13637412.jpg
2293,Rae Carson,2011.0,"The Girl of Fire and Thorns (Fire and Thorns, #1)",3.81,57551,https://images.gr-assets.com/books/1323448113m/10429092.jpg
2294,Ann Aguirre,2011.0,"Enclave (Razorland, #1)",3.92,55155,https://images.gr-assets.com/books/1327877657m/7137327.jpg
2295,"Dava Sobel, Neil Armstrong",1995.0,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,3.95,38151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2296,Patricia Cornwell,1997.0,"Unnatural Exposure (Kay Scarpetta, #8)",4.05,43531,https://images.gr-assets.com/books/1383293921m/232145.jpg
2297,"Johann Wolfgang von Goethe, Peter Salm",1808.0,Faust: First Part,3.93,43276,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2298,James W. Loewen,1995.0,Lies My Teacher Told Me,3.96,37903,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2300,"Joe Hill, Gabriel Rodríguez",2008.0,"Locke & Key, Vol. 1: Welcome to Lovecraft",4.18,46590,https://images.gr-assets.com/books/1377304780m/3217221.jpg
2301,Patrick Ness,2009.0,"The Ask and the Answer (Chaos Walking, #2)",4.2,45578,https://images.gr-assets.com/books/1408312960m/6043849.jpg
2302,Alexandra Ripley,1991.0,Scarlett,3.44,38992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2303,Laurell K. Hamilton,1996.0,"Bloody Bones (Anita Blake, Vampire Hunter #5)",4.1,56782,https://images.gr-assets.com/books/1304126691m/30241.jpg
2304,F. Scott Fitzgerald,1920.0,This Side of Paradise,3.68,40074,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2305,Blaine Harden,2012.0,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,3.99,37392,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2306,Kim Harrison,2005.0,"Every Which Way But Dead (The Hollows, #3)",4.29,56023,https://images.gr-assets.com/books/1347819379m/30263.jpg
2307,Curtis Sittenfeld,2016.0,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",3.63,37189,https://images.gr-assets.com/books/1460477855m/25852870.jpg
2309,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007.0,The Children of Húrin,3.94,39551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2311,"Richard Atwater, Florence Atwater, Robert Lawson",1938.0,Mr. Popper's Penguins,3.95,48964,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2314,William Faulkner,1932.0,Light in August,3.93,42101,https://images.gr-assets.com/books/1355360091m/10979.jpg
2315,"E.B. White, Fred Marcellino",1970.0,The Trumpet of the Swan,4.06,53191,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2316,George Saunders,2013.0,Tenth of December,3.96,39183,https://images.gr-assets.com/books/1349967540m/13641208.jpg
2317,Sherrilyn Kenyon,2002.0,"Night Pleasures (Dark-Hunter, #1)",4.23,25985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2318,"Thomas J. Stanley, William D. Danko",1995.0,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,4.0,43937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2319,Ally Carter,2009.0,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",4.2,55517,https://images.gr-assets.com/books/1359827132m/5267365.jpg
2320,Bob Dylan,2004.0,"Chronicles, Vol. 1",3.98,35468,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2321,Bill Bryson,1989.0,The Lost Continent: Travels in Small Town America,3.83,40254,https://images.gr-assets.com/books/1404042682m/26.jpg
2322,Lisa See,2011.0,Dreams of Joy (Shanghai Girls #2),4.06,43863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2323,Sidney Sheldon,1998.0,Tell Me Your Dreams,3.93,34445,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2325,Iain M. Banks,1988.0,"The Player of Games (Culture, #2)",4.26,36505,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2327,Patrick Lencioni,2002.0,The Five Dysfunctions of a Team: A Leadership Fable,4.01,40239,https://images.gr-assets.com/books/1400841022m/21343.jpg
2328,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953.0,Junky,3.85,39031,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2329,"Roger Fisher, William Ury, Bruce Patton",1981.0,Getting to Yes: Negotiating an Agreement Without Giving In,3.88,37205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2331,Colleen Hoover,2015.0,November 9,4.41,53321,https://images.gr-assets.com/books/1447138036m/25111004.jpg
2334,Madeline Miller,2011.0,The Song of Achilles,4.27,45373,https://images.gr-assets.com/books/1331154660m/11250317.jpg
2335,Amy Schumer,2016.0,The Girl with the Lower Back Tattoo,3.76,47809,https://images.gr-assets.com/books/1462657819m/29405093.jpg
2336,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",-400.0,The Bhagavad Gita,4.1,33225,https://images.gr-assets.com/books/1383059639m/99944.jpg
2337,"Paul Auster, Art Spiegelman",1987.0,The New York Trilogy,3.92,34730,https://images.gr-assets.com/books/1386924429m/431.jpg
2338,Pam Muñoz Ryan,2000.0,Esperanza Rising,3.91,49106,https://images.gr-assets.com/books/1328869043m/89763.jpg
2339,J.D. Salinger,1955.0,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",4.11,36751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2341,Laurell K. Hamilton,1997.0,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",4.12,54997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2342,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886.0,Beyond Good and Evil,4.01,37181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2343,Christopher Paul Curtis,1995.0,The Watsons Go to Birmingham - 1963,3.95,44830,https://images.gr-assets.com/books/1320496341m/108077.jpg
2345,Julie Kagawa,2012.0,"The Immortal Rules (Blood of Eden, #1)",4.1,52376,https://images.gr-assets.com/books/1323357921m/10215349.jpg
2346,Dave Cullen,2009.0,Columbine,4.26,45029,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2347,Anne Rice,1993.0,"Lasher (Lives of the Mayfair Witches, #2)",3.84,45760,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2349,"Mark Owen, Kevin Maurer",2012.0,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,3.95,32267,https://images.gr-assets.com/books/1345815909m/15814872.jpg
2350,Laura Moriarty,2012.0,The Chaperone,3.84,42112,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2351,Patricia Cornwell,1992.0,"All That Remains (Kay Scarpetta, #3)",4.05,46604,https://images.gr-assets.com/books/1341835948m/232123.jpg
2352,"Richard Bachman, Stephen King",1996.0,The Regulators,3.63,49405,https://images.gr-assets.com/books/1364033309m/10596.jpg
2353,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990.0,Season of Mists (The Sandman #4),4.54,44811,https://images.gr-assets.com/books/1327937313m/25101.jpg
2354,"James Patterson, Andrew Gross",2006.0,Judge & Jury,3.98,38516,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2356,Jennifer L. Armentrout,2013.0,"Origin (Lux, #4)",4.44,63533,https://images.gr-assets.com/books/1398100888m/13644052.jpg
2357,Michael Pollan,2001.0,The Botany of Desire: A Plant's-Eye View of the World,4.05,37200,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2358,"Kami Garcia, Margaret Stohl",2012.0,"Beautiful Redemption (Caster Chronicles, #4)",3.94,48268,https://images.gr-assets.com/books/1331049809m/7930335.jpg
2359,Kate Morton,2010.0,The Distant Hours,3.87,46498,https://images.gr-assets.com/books/1358273860m/6746018.jpg
2360,Clare Mackintosh,2016.0,I Let You Go,4.09,39990,https://images.gr-assets.com/books/1429875945m/23125266.jpg
2363,David Sheff,2007.0,Beautiful Boy: A Father's Journey Through His Son's Addiction,4.03,36682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2365,Edgar Allan Poe,1846.0,The Cask of Amontillado,4.09,48364,https://images.gr-assets.com/books/1327936575m/261240.jpg
